100 62.5979223052 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.5979223052 62.5979223052
200 62.6960628229 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.5959651667 62.5959651667
300 62.7943025225 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.59410721 62.59410721
400 62.8926375893 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.6025985268 62.6025985268
500 62.9910718381 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.6009351193 62.6009351193
600 63.0906047174 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.6003703424 62.6003703424
700 63.1892297007 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.5988976694 62.5988976694
800 63.2879500511 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.5980086449 62.5980086449
900 63.3867657689 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.5967267064 62.5967267064
1000 63.4730349727 3.21011529843e-07 3.02419e-05 6.46836e-06 0.0114541 0.00280767 0.0 7.76203e-06 0.0 62.5829288169 62.5971983487
1100 63.270074416 0.000187872458425 0.0140733 0.00282947 0.240208 0.0584843 0.0 0.00285641 0.0 62.2941012136 62.5956499246
1200 63.0386677194 0.000777665067275 0.0536333 0.010693 0.468259 0.113208 0.0 0.0107452 0.0 62.0130005582 62.6052127686
1300 62.7770105348 0.00185658369219 0.118573 0.0234559 0.695496 0.166917 0.0 0.0235328 0.0 61.7172643398 62.6032101591
1400 62.4874412669 0.00351556385878 0.208731 0.0409655 0.921809 0.219552 0.0 0.0410667 0.0 61.4194143889 62.6018421007
1500 62.1691664603 0.00584907724744 0.32392 0.0630581 1.14709 0.271055 0.0 0.063183 0.0 61.1190527365 62.6003807099
1600 61.8231931929 0.00895468268038 0.463929 0.0895597 1.37122 0.321376 0.0 0.0897077 0.0 60.8160964044 62.5984000953
1700 61.4495519823 0.0129325008568 0.628524 0.120287 1.59411 0.370464 0.0 0.120457 0.0 60.5109303636 62.5959613738
1800 61.0490591721 0.0178848291585 0.817444 0.155046 1.81564 0.418276 0.0 0.155239 0.0 60.2144661528 62.6036211383
1900 60.6219321996 0.0239156178753 1.03041 0.193638 2.03571 0.464769 0.0 0.193852 0.0 59.9062383376 62.6005694471
2000 60.1688996704 0.0311297769299 1.26711 0.235853 2.25423 0.509905 0.0 0.236088 0.0 59.59702225 62.5972452459
2100 59.6904689383 0.0396330507084 1.52723 0.281475 2.47108 0.553652 0.0 0.281731 0.0 59.2973710759 62.6038341387
2200 59.1871168395 0.0495312044582 1.8104 0.330285 2.68617 0.595979 0.0 0.330559 0.0 58.9869894594 62.5996975213
2300 58.6594613537 0.060929633879 2.11627 0.382054 2.89941 0.636861 0.0 0.382347 0.0 58.6867587091 62.6053767325
2400 58.1082425306 0.0739338628199 2.44443 0.436551 3.1107 0.676276 0.0 0.436863 0.0 58.3766065062 62.6004454316
2500 57.5340249443 0.0886470905538 2.79447 0.493541 3.31994 0.714206 0.0 0.49387 0.0 58.0768100754 62.6048261359
2600 56.9373731688 0.105169738783 3.16595 0.552784 3.52706 0.750637 0.0 0.55313 0.0 57.7685515612 62.599378559
2700 56.3190310686 0.123602974265 3.55844 0.614041 3.73195 0.785559 0.0 0.614403 0.0 57.4708005754 62.602712628
2800 55.6797272495 0.144044464974 3.97143 0.677067 3.93453 0.818967 0.0 0.677444 0.0 57.1653189652 62.5962599509
2900 55.0201674289 0.166585668092 4.40446 0.741619 4.13473 0.850858 0.0 0.742011 0.0 56.8709982065 62.5985970525
3000 54.3409695866 0.191319888539 4.857 0.807453 4.33246 0.881235 0.0 0.807859 0.0 56.5792307555 62.6007846891
3100 53.6428890311 0.218333493271 5.32853 0.874324 4.52764 0.910102 0.0 0.874744 0.0 56.2898500153 62.602335889
3200 52.926764994 0.247708796137 5.8185 0.941991 4.7202 0.937469 0.0 0.942423 0.0 56.0027394571 62.6028315106
3300 52.1933298959 0.279523521434 6.32635 1.01021 4.91006 0.963349 0.0 1.01066 0.0 55.7191255045 62.6031944704
3400 51.4433161571 0.313850815836 6.85151 1.07875 5.09716 0.987758 0.0 1.0792 0.0 55.4387551458 62.6028730185
3500 50.6774867154 0.35075865234 7.39337 1.14737 5.28143 1.01072 0.0 1.14783 0.0 55.161361613 62.6013414047
3600 49.8967647258 0.39031266745 7.95134 1.21583 5.4628 1.03225 0.0 1.21631 0.0 54.8883199356 62.5996800325
3700 49.1017986855 0.432564335631 8.52478 1.28392 5.64122 1.05238 0.0 1.2844 0.0 54.6192018883 62.5972019332
3800 48.2935079347 0.477567801634 9.11308 1.3514 5.81662 1.07114 0.0 1.3519 0.0 54.3641362298 62.6037961352
3900 47.4727126315 0.525368245688 9.71557 1.41807 5.98896 1.08856 0.0 1.41857 0.0 54.1032997645 62.5993895806
4000 46.6401795286 0.575997949602 10.3316 1.48371 6.15817 1.10467 0.0 1.48422 0.0 53.8578362612 62.6048965601
